influxdb,100,1,165.221
influxdb,100,10,159.743
influxdb,100,100,167.57
influxdb,100,15,184.968
influxdb,100,2,177.19
influxdb,100,20,169.784
influxdb,100,25,173.478
influxdb,100,3,175.905
influxdb,100,30,164.738
influxdb,100,35,160.721
influxdb,100,4,167.459
influxdb,100,40,173.35
influxdb,100,45,177.058
influxdb,100,5,174.63
influxdb,100,50,153.849
influxdb,100,6,190.393
influxdb,100,60,164.495
influxdb,100,7,161.292
influxdb,100,70,169.961
influxdb,100,8,159.006
influxdb,100,80,181.631
influxdb,100,9,170.973
influxdb,100,90,155.993
influxdb,10,1,7.28
influxdb,10,10,8.53
influxdb,10,100,9.72
influxdb,10,15,9.32
influxdb,10,2,8.46
influxdb,10,20,8.1
influxdb,10,25,7.92
influxdb,10,3,9.97
influxdb,10,30,9.46
influxdb,10,35,8.04
influxdb,10,4,9.45
influxdb,10,40,8.72
influxdb,10,45,7.96
influxdb,10,5,10.04
influxdb,10,50,8.88
influxdb,10,6,8.5
influxdb,10,60,8.25
influxdb,10,7,8.0
influxdb,10,70,8.2
influxdb,10,8,9.67
influxdb,10,80,12.86
influxdb,10,9,7.33
influxdb,10,90,10.58
influxdb,110,1,152.82636363636362
influxdb,110,10,107.30090909090909
influxdb,110,100,114.85727272727273
influxdb,110,15,95.35090909090908
influxdb,110,2,160.73636363636365
influxdb,110,20,111.52545454545455
influxdb,110,25,123.63727272727273
influxdb,110,3,162.74454545454546
influxdb,110,30,104.28090909090909
influxdb,110,35,115.65636363636364
influxdb,110,4,156.81636363636363
influxdb,110,40,105.69454545454545
influxdb,110,45,112.47545454545454
influxdb,110,5,154.39363636363638
influxdb,110,50,112.65363636363637
influxdb,110,6,106.83818181818182
influxdb,110,60,103.57363636363637
influxdb,110,7,98.7690909090909
influxdb,110,70,123.02454545454546
influxdb,110,8,98.59727272727272
influxdb,110,80,133.00545454545454
influxdb,110,9,106.65818181818182
influxdb,110,90,113.50545454545454
influxdb,120,1,135.94333333333333
influxdb,120,10,124.8
influxdb,120,100,126.71083333333333
influxdb,120,15,124.12333333333333
influxdb,120,2,132.2325
influxdb,120,20,129.64916666666667
influxdb,120,25,131.91166666666666
influxdb,120,3,128.35833333333332
influxdb,120,30,132.1425
influxdb,120,35,123.35416666666667
influxdb,120,4,121.71916666666667
influxdb,120,40,137.81666666666666
influxdb,120,45,123.63
influxdb,120,5,117.05916666666667
influxdb,120,50,121.86583333333333
influxdb,120,6,113.2425
influxdb,120,60,139.59666666666666
influxdb,120,7,130.0675
influxdb,120,70,151.25083333333333
influxdb,120,8,113.47583333333333
influxdb,120,80,139.76583333333335
influxdb,120,9,107.37416666666667
influxdb,120,90,165.22666666666666
influxdb,130,1,137.71615384615384
influxdb,130,10,139.50923076923078
influxdb,130,100,158.90076923076924
influxdb,130,15,137.22153846153847
influxdb,130,2,162.24153846153845
influxdb,130,20,161.29461538461538
influxdb,130,25,159.21692307692308
influxdb,130,3,129.71769230769232
influxdb,130,30,142.11
influxdb,130,35,174.53076923076924
influxdb,130,4,151.2
influxdb,130,40,147.09230769230768
influxdb,130,45,148.9523076923077
influxdb,130,5,146.54692307692306
influxdb,130,50,147.74769230769232
influxdb,130,6,184.20384615384614
influxdb,130,60,150.3146153846154
influxdb,130,7,130.09153846153845
influxdb,130,70,146.37615384615384
influxdb,130,8,131.33307692307693
influxdb,130,80,144.8453846153846
influxdb,130,9,164.9123076923077
influxdb,130,90,179.8353846153846
influxdb,140,1,162.365
influxdb,140,10,163.78285714285715
influxdb,140,100,321.90714285714284
influxdb,140,15,232.7992857142857
influxdb,140,2,177.3542857142857
influxdb,140,20,175.50642857142856
influxdb,140,25,148.22214285714287
influxdb,140,3,183.76357142857142
influxdb,140,30,190.70785714285714
influxdb,140,35,199.6692857142857
influxdb,140,4,155.66714285714286
influxdb,140,40,268.9264285714286
influxdb,140,45,291.3235714285714
influxdb,140,5,180.40428571428572
influxdb,140,50,268.54285714285714
influxdb,140,6,154.775
influxdb,140,60,252.86928571428572
influxdb,140,7,185.63785714285714
influxdb,140,70,300.8992857142857
influxdb,140,8,213.50785714285715
influxdb,140,80,308.465
influxdb,140,9,199.48214285714286
influxdb,140,90,300.7392857142857
influxdb,150,1,214.83133333333333
influxdb,150,10,265.88933333333335
influxdb,150,100,232.424
influxdb,150,15,191.53
influxdb,150,2,288.0726666666667
influxdb,150,20,226.89
influxdb,150,25,204.76533333333333
influxdb,150,3,181.62666666666667
influxdb,150,30,150.63333333333333
influxdb,150,35,158.53533333333334
influxdb,150,4,183.41533333333334
influxdb,150,40,199.63866666666667
influxdb,150,45,179.06
influxdb,150,5,229.95733333333334
influxdb,150,50,198.36733333333333
influxdb,150,6,230.88333333333333
influxdb,150,60,227.33666666666667
influxdb,150,7,212.70866666666666
influxdb,150,70,225.95666666666668
influxdb,150,8,177.45733333333334
influxdb,150,80,235.42466666666667
influxdb,150,9,222.912
influxdb,150,90,298.482
influxdb,15,1,8.38
influxdb,15,10,8.166666666666666
influxdb,15,100,10.52
influxdb,15,15,8.126666666666667
influxdb,15,2,8.46
influxdb,15,20,9.48
influxdb,15,25,8.353333333333333
influxdb,15,3,7.886666666666667
influxdb,15,30,7.94
influxdb,15,35,9.48
influxdb,15,4,9.946666666666667
influxdb,15,40,8.153333333333334
influxdb,15,45,9.8
influxdb,15,5,7.366666666666666
influxdb,15,50,8.566666666666666
influxdb,15,6,7.4
influxdb,15,60,10.006666666666666
